lang,week,fear_mean,anger_mean,sadness_mean,disgust_mean,joy_mean,trust_mean,anticipation_mean,surprise_mean,danger_mean,weapon_mean,family_mean,flying_mean,animal_mean,health_mean,swimming_mean,place_house_mean,place_nature_mean,indoors_mean,outdoors_mean,romantic_mean,social_mean,friend_mean,stranger_mean,situation_childhood_mean,game_mean,music_mean,food_mean,object_inanimate_mean,object_animate_mean,negativity_mean,nightmare_index_mean,textlen_mean,words_mean,n_dreams,n_userdays
en,2025-07-14,0.3705287356321839,0.2401264367816092,0.2793218390804597,0.1839770114942528,0.1222931034482758,0.3276379310344827,0.2680574712643678,0.7001781609195402,0.7037011494252873,0.2264597701149425,0.5617701149425287,0.1459080459770114,0.1968563218390804,0.2527068965517242,0.0493275862068965,0.3764597701149424,0.2430574712643678,0.296396551724138,0.4401206896551724,0.2914252873563218,0.6078218390804598,0.4036149425287356,0.4617931034482759,0.3278218390804597,0.1599367816091954,0.1010689655172413,0.1063275862068965,0.1315632183908046,0.4219482758620689,0.0435229885057471,0.3288908045977011,601.0747126436781,119.06896551724138,174.0,143.0
en,2025-07-21,0.344632503192848,0.2122238186462324,0.2611772030651341,0.1809029374201788,0.1505044699872286,0.3235073435504471,0.266228288633461,0.6908001277139209,0.687103448275862,0.2112790549169859,0.499308429118774,0.1216858237547892,0.1978390804597701,0.2598400383141763,0.0563371647509578,0.3625185185185185,0.2576111111111111,0.2669600893997446,0.4311574074074074,0.3010545977011494,0.5777381864623244,0.4040102171136654,0.4878585568326947,0.3306724137931034,0.1576733716475095,0.1131864623243933,0.1291408045977011,0.1387950191570881,0.4326424010217113,0.0127282088122605,0.2804665815240528,546.8735632183908,108.82183908045975,174.0,142.0
en,2025-07-28,0.3873865469208211,0.2059380498533724,0.3054490469208211,0.1735573680351906,0.1113070014662756,0.3040139296187684,0.2381295821114369,0.6997507331378299,0.7124820381231671,0.2011235337243402,0.5231885997067448,0.1022613636363636,0.1915445381231671,0.2301677052785923,0.0487793255131964,0.35933284457478,0.2526803519061583,0.2623405425219941,0.4364681085043989,0.3026858504398826,0.5615808284457479,0.4115810117302053,0.4872230571847508,0.3028449413489736,0.1135427052785923,0.088912206744868,0.0941893328445747,0.1253321114369501,0.415379582111437,0.0604222873900293,0.3571322091886608,470.64772727272725,94.8125,176.0,154.0
en,2025-08-04,0.3455524938423646,0.1933569889162561,0.2546568657635468,0.1859804495073891,0.1091773399014778,0.2803577586206896,0.2356422413793103,0.6867657019704434,0.7165181650246306,0.1928292795566502,0.4537018165024631,0.1080106219211822,0.1658263546798029,0.2291253078817733,0.0357075123152709,0.3422238300492611,0.2323148091133005,0.255631157635468,0.3999528940886699,0.2818472906403941,0.5224470443349754,0.35265625,0.4774039408866994,0.3001599445812808,0.1486387007389162,0.1198509852216748,0.0787664716748768,0.1161791871921182,0.3986719519704433,0.0501191502463054,0.3297318349753694,486.3694581280788,97.48275862068964,203.0,157.0
en,2025-08-11,0.3727411690760527,0.2504172218730358,0.2890445003142677,0.2063576367064739,0.1228062853551226,0.3205774984286612,0.2780565681961031,0.6853774984286611,0.7096773098680075,0.2200913890634821,0.5149192960402261,0.131063230672533,0.1957538654934004,0.2813806411062224,0.0515648020113136,0.3810644877435575,0.2677366436203646,0.2809889377749843,0.428648774355751,0.2918292897548711,0.5771546197360151,0.4161719673161534,0.5048959145191703,0.3439616593337524,0.1421807668133249,0.1013512256442489,0.1087668133249528,0.1460896291640477,0.4310976744186047,0.0579482401005656,0.3343480410643201,670.446511627907,132.49302325581397,215.0,170.0
en,2025-08-18,0.3438785046728972,0.2300560747663551,0.2548177570093458,0.1779672897196261,0.1158971962616822,0.2966028037383177,0.2593411214953271,0.6774579439252336,0.7212663551401869,0.2043271028037383,0.5262710280373831,0.1216728971962616,0.1876495327102803,0.2498364485981308,0.0533878504672897,0.3637943925233645,0.2586869158878504,0.259107476635514,0.4294906542056075,0.2891915887850467,0.567411214953271,0.3991869158878505,0.4703971962616822,0.3337710280373831,0.1425140186915887,0.0845887850467289,0.1074065420560747,0.1274766355140187,0.4152009345794392,0.045429906542056,0.3240903426791277,544.3130841121496,108.696261682243,214.0,182.0
en,2025-08-25,0.3788194444444444,0.2421111111111111,0.2813148148148148,0.1985879629629629,0.122699074074074,0.304111111111111,0.267574074074074,0.686537037037037,0.7251944444444445,0.2222314814814815,0.5425462962962962,0.1257083333333333,0.2137916666666666,0.2504907407407407,0.0526944444444444,0.3575648148148148,0.2585046296296296,0.2656064814814814,0.4375972222222222,0.3009814814814814,0.5674259259259259,0.3788194444444444,0.4563657407407407,0.3383796296296296,0.1373657407407407,0.084787037037037,0.0961435185185185,0.1331666666666666,0.4221064814814814,0.0618032407407407,0.3390771604938272,560.3981481481482,111.1574074074074,216.0,176.0
en,2025-09-01,0.3528761147794897,0.2273856661503763,0.2963598978288633,0.2060018939702725,0.1217974375696312,0.3155251514904487,0.2684662943941741,0.6855374392000216,0.6977326050922528,0.2061848781283117,0.5175753838210918,0.1259026982962419,0.2144593434961006,0.2813853835493601,0.0508271650226895,0.3641061954838183,0.2602106491671421,0.28474648514986,0.4108112741501589,0.2891588788348143,0.5783881660824435,0.377948919866308,0.465146900899432,0.3315737806037879,0.1458183174370261,0.1081492296404989,0.1140867748159017,0.1403918317437026,0.4311342300480966,0.0519945986522105,0.327192101663904,570.4559386973181,112.22605363984674,261.0,217.0
en,2025-09-08,0.3589636637871933,0.2422778006307418,0.2855096668037845,0.1974279446044152,0.1319118332647744,0.3179902646373234,0.2660289318524612,0.69248128342246,0.7132735499794324,0.2292946661181955,0.5439152612093788,0.1446023584258878,0.2225391471273824,0.2620355135061017,0.0497132867132867,0.3870758261346497,0.2692498286027697,0.2919729877965172,0.4494286301933361,0.3062876731112025,0.5745974221856575,0.3940344165638283,0.4672714932126696,0.3290732208967503,0.1390143973673385,0.0845667078020019,0.1113389551624845,0.1422165089812148,0.434996160702043,0.0460937200054847,0.3206704602586955,513.5837104072398,102.710407239819,221.0,182.0
en,2025-09-15,0.3815268292682927,0.2445756097560975,0.2973317073170731,0.2026097560975609,0.1436634146341463,0.3527073170731707,0.303009756097561,0.7112878048780489,0.7076,0.2349512195121951,0.5527560975609755,0.1428146341463414,0.2048829268292683,0.2995512195121951,0.066760975609756,0.3862341463414634,0.2810390243902439,0.3162048780487805,0.4585756097560975,0.3104048780487805,0.6141268292682928,0.4125902439024391,0.4981365853658537,0.3661170731707316,0.164770731707317,0.1359121951219512,0.1057853658536585,0.157390243902439,0.4442926829268293,0.0333256097560975,0.318489430894309,642.7073170731708,126.42439024390244,205.0,160.0
en,2025-09-22,0.3249333333333333,0.1967761904761905,0.2524476190476191,0.1832333333333333,0.1352428571428571,0.3177047619047619,0.2765952380952381,0.6773619047619048,0.6878714285714286,0.2018571428571428,0.5022428571428571,0.1198238095238095,0.1788952380952381,0.2704285714285714,0.0522428571428571,0.3670809523809524,0.2615714285714285,0.2662238095238096,0.408195238095238,0.3143571428571428,0.5682904761904761,0.4059571428571428,0.5083619047619047,0.330047619047619,0.164547619047619,0.1196523809523809,0.1335571428571428,0.1336809523809524,0.424795238095238,0.0128738095238095,0.2865079365079365,554.0333333333333,109.5,210.0,171.0
en,2025-09-29,0.383763440860215,0.231005376344086,0.2673118279569892,0.1940913978494623,0.115510752688172,0.3219569892473118,0.2878602150537634,0.7059731182795698,0.7256720430107526,0.2057526881720429,0.5121720430107527,0.1196559139784946,0.2273924731182796,0.2679677419354838,0.0558387096774193,0.3850430107526882,0.2773870967741935,0.261989247311828,0.4576827956989248,0.2922526881720431,0.6115376344086022,0.3989193548387096,0.5327741935483871,0.3410215053763441,0.1444569892473118,0.0829677419354838,0.1283655913978494,0.1520376344086021,0.4448978494623656,0.0503091397849462,0.3434050179211469,568.8387096774194,112.9247311827957,186.0,158.0
en,2025-10-06,0.3464757007461181,0.2291489211534583,0.2664888082274652,0.1943011695906432,0.1204270014115749,0.3063740673522887,0.2662852389594676,0.6906074813470456,0.6769478725549506,0.202389594676346,0.4816721113127646,0.1085907441016333,0.2141792700141157,0.2730808630772333,0.0432337164750957,0.3657841298648921,0.2677625529340593,0.2861557773744707,0.4036056664650131,0.283189856825973,0.5766564831619279,0.3742622504537205,0.5132760637225248,0.3273760838878806,0.1531359144988909,0.0796699939503932,0.1078077233313168,0.1426176648517846,0.4364708610606977,0.0457031155474894,0.3095437924312697,551.1149425287356,109.39463601532567,261.0,205.0
en,2025-10-13,0.3543571070533477,0.226656283566058,0.2864484067311135,0.1930366630862871,0.1113498746867167,0.3025603293949159,0.254627067669173,0.7106615109201576,0.7154635875402793,0.2027704260651629,0.513650626566416,0.1147053347654851,0.1723415682062298,0.2473043322592195,0.044678052273541,0.3704756176154672,0.2475203723594701,0.2701237379162191,0.4182823487289652,0.286587253848908,0.5710875044754744,0.3809322592194772,0.5247402076620121,0.3280125313283207,0.134281775868242,0.0762021482277121,0.1082123165055495,0.1316550662370211,0.4315277479412818,0.0581695130683852,0.3407398257548633,499.9368421052632,98.93684210526315,285.0,223.0
en,2025-10-20,0.3059226290684623,0.1948912037037037,0.2299882154882155,0.1691177048260381,0.123334315375982,0.2751692620650954,0.2507307800224467,0.6863274410774411,0.6871671576879911,0.1851134960718294,0.4372803030303031,0.1243836279461279,0.1723289141414141,0.2220763888888889,0.0535485409652076,0.34065705667789,0.2582743406285073,0.2375769500561166,0.4300845258136925,0.3087188552188552,0.5414539141414142,0.3615712682379349,0.5057582772166105,0.3060007014590348,0.1342596801346801,0.0805676206509539,0.0999969837261504,0.1183181116722783,0.41328205667789,0.0257281495510662,0.2843583520389076,499.0942760942761,97.61616161616162,297.0,232.0
en,2025-10-27,0.3152183406113537,0.1929781659388646,0.2496812227074235,0.161061135371179,0.1262532751091703,0.2936375545851529,0.2597379912663756,0.677410480349345,0.6662489082969433,0.1855764192139738,0.4882270742358078,0.1146550218340611,0.19217903930131,0.2262663755458515,0.0386943231441048,0.3714410480349345,0.2445283842794759,0.2517947598253275,0.4113711790393014,0.3209519650655021,0.5703930131004367,0.382113537117904,0.5037205240174673,0.3315109170305677,0.1353275109170305,0.0723275109170305,0.0879082969432314,0.1258558951965065,0.421353711790393,0.0197893013100436,0.2841295487627365,476.06113537117903,94.92576419213974,229.0,183.0
en,2025-11-03,0.3051286307053942,0.2035352697095436,0.2589419087136929,0.1725850622406639,0.1005601659751037,0.2805228215767634,0.2506846473029046,0.6684730290456431,0.6738423236514522,0.1674730290456431,0.4523775933609958,0.1023817427385892,0.1679004149377593,0.2300539419087136,0.0386473029045643,0.3437800829875518,0.225759336099585,0.2476514522821577,0.375103734439834,0.2991493775933609,0.5531576763485477,0.3684730290456431,0.5066639004149377,0.2992946058091286,0.1270995850622406,0.0802282157676348,0.1317385892116182,0.122356846473029,0.3983817427385892,0.04450622406639,0.3120774550484094,479.149377593361,95.27800829875518,241.0,197.0
en,2025-11-10,0.3437473309608541,0.2152562277580071,0.2502348754448398,0.1791886120996441,0.1084519572953736,0.2865338078291815,0.2509786476868327,0.6955658362989324,0.6903131672597865,0.191355871886121,0.4649928825622775,0.1137935943060498,0.1716049822064057,0.2275836298932384,0.0400320284697508,0.3504804270462634,0.2520320284697508,0.2322597864768683,0.4228861209964413,0.3163914590747331,0.5362811387900356,0.3476085409252669,0.5118505338078291,0.3226797153024911,0.1264982206405694,0.0792348754448398,0.1238113879003558,0.1241387900355872,0.4186263345195729,0.0496138790035587,0.3196465005931198,469.2384341637011,93.88612099644128,281.0,206.0
en,2025-11-17,0.3544307116104869,0.2253932584269662,0.2749438202247191,0.1877752808988764,0.1151198501872659,0.2829588014981273,0.2540187265917603,0.6823033707865168,0.7141722846441948,0.1996516853932584,0.4818838951310861,0.1463483146067415,0.1781310861423221,0.2350973782771536,0.0397453183520599,0.3638239700374531,0.2409176029962546,0.2675393258426966,0.3881947565543071,0.2788314606741572,0.5467977528089888,0.348378277153558,0.5069438202247192,0.3321760299625468,0.1425243445692884,0.0923895131086142,0.1076516853932584,0.1324307116104869,0.4189063670411985,0.0615964419475655,0.332729088639201,517.6179775280899,103.08988764044943,267.0,200.0
en,2025-11-24,0.3347699776785714,0.2320731026785714,0.2762703125,0.2004215401785714,0.1140342633928571,0.2925024553571429,0.2618274553571428,0.6804552455357142,0.6916642857142857,0.2000151785714285,0.4793754464285714,0.1092989955357142,0.2037191964285714,0.2397170758928571,0.0461165178571428,0.3589233258928571,0.2448060267857142,0.2950016741071428,0.3880860491071428,0.3039362723214286,0.5537925223214286,0.3810265624999999,0.4724861607142857,0.2986265624999999,0.1503345982142857,0.07960703125,0.1012297991071428,0.1335665178571428,0.4167986607142856,0.0576153738839285,0.3202005952380952,535.45703125,105.9765625,256.0,203.0
en,2025-12-01,0.3497488076311605,0.2315078497615262,0.27593740063593,0.1926131259936407,0.110499950317965,0.3086906299682034,0.267418620826709,0.705272853736089,0.727670806836248,0.2155651828298887,0.5089512122416533,0.1113308326709062,0.1892937698728139,0.2518754968203497,0.0445314487281399,0.36428134936407,0.252899890699523,0.2736407492050874,0.4529878775834658,0.2728883147853735,0.5927948628775834,0.3866663354531001,0.481135631955485,0.3127718104133545,0.1459571244038156,0.0886045310015898,0.1354642289348171,0.1293191573926868,0.4267887023052464,0.0528565058624801,0.3406190547164812,523.4695945945946,104.88851351351352,296.0,210.0
en,2025-12-08,0.3084870794375322,0.1972789516307148,0.240754914231024,0.1669628947949643,0.1204283295295589,0.3019326363837149,0.2544211882500183,0.7072240300375469,0.6754714716925568,0.1833063388058602,0.4827450489582566,0.1086589854965766,0.1868958256644334,0.2393372598100566,0.0357178826474269,0.3654404770669218,0.2407566811455495,0.2711658691010822,0.4010315099757049,0.3118713833468306,0.5597037473312229,0.3879267466686299,0.4801980416697342,0.2911805933887948,0.124362291099168,0.0764388573952735,0.1019285872045939,0.1239459618640948,0.42622233674446,0.0171904770669218,0.2878094922574787,488.038062283737,97.78200692041524,289.0,231.0
en,2025-12-15,0.303936329588015,0.2004906367041198,0.249,0.1812397003745318,0.0955955056179775,0.2674569288389513,0.2381573033707865,0.6854307116104869,0.6936254681647941,0.1886591760299625,0.4665917602996254,0.0980112359550561,0.1659250936329588,0.211692883895131,0.0345730337078651,0.3442921348314606,0.2314082397003745,0.250314606741573,0.398565543071161,0.2749138576779026,0.5614719101123596,0.3682584269662921,0.4994082397003744,0.2927228464419475,0.1342808988764045,0.0734681647940074,0.121250936329588,0.1225468164794007,0.4087715355805243,0.0521404494382022,0.3199250936329588,454.1760299625468,90.7940074906367,267.0,213.0
en,2025-12-22,0.3655502008032129,0.2310441767068272,0.2967751004016064,0.1957269076305221,0.1089477911646586,0.321578313253012,0.2600361445783132,0.7190883534136547,0.7095863453815262,0.2031967871485943,0.5139437751004016,0.1119357429718875,0.1580281124497992,0.2430642570281124,0.0355863453815261,0.3670522088353413,0.2252449799196787,0.277995983935743,0.3963132530120483,0.2904939759036145,0.5865341365461848,0.4067469879518073,0.5008755020080321,0.327020080321285,0.1344859437751003,0.0877550200803212,0.0956787148594377,0.1254056224899598,0.4174538152610442,0.0570110441767068,0.3483560910307898,574.2730923694779,114.81526104417672,249.0,219.0
en,2025-12-29,0.3767238745768091,0.2481498889123995,0.3182979902842431,0.2108883261038228,0.1127842674389899,0.3344017513930032,0.2773371729087318,0.7019455670757511,0.7418246182465792,0.230922143902525,0.5619111188989985,0.1413114265940189,0.1850430905275779,0.2863232935710255,0.0652563765164339,0.3963007652701368,0.2761046185110735,0.2952521886902243,0.4514857393496967,0.2934155557906615,0.5936939029658626,0.4006975441705459,0.4914559617012273,0.3460681293200733,0.1595571990936662,0.0966480903512484,0.1347830617858654,0.144546037434758,0.4406909935287064,0.064922010553322,0.3661645602635539,623.9604316546763,124.2841726618705,278.0,228.0
en,2026-01-05,0.371642673992674,0.2401672161172161,0.2946789987789988,0.20007442002442,0.1122157509157509,0.3162467643467643,0.2719766788766788,0.7056111111111112,0.7134269230769231,0.2092936507936507,0.5359504884004884,0.117784249084249,0.182114652014652,0.2637738705738706,0.0538504884004884,0.3875906593406593,0.2610717338217338,0.2722260073260074,0.4210487789987789,0.2954911477411477,0.594697619047619,0.3969186813186813,0.5199534188034188,0.347796336996337,0.1420037851037851,0.0880588522588522,0.1182165445665445,0.1413376678876678,0.4380572649572649,0.0624095695970696,0.3477004477004476,574.1428571428571,113.93015873015872,315.0,255.0
en,2026-01-12,0.333041790618056,0.213371226268285,0.2685796980290824,0.1953694203779703,0.1094658527493684,0.2918254257775461,0.2481901667643801,0.7034414153258204,0.688537042465565,0.1868874032817261,0.4947627697073662,0.1138341602790987,0.2314878636209005,0.2392791493858525,0.0519969636433384,0.3555194558443533,0.255953667513517,0.2412817152700873,0.4198190544951831,0.3137711224024493,0.5452810330850687,0.3712224176492302,0.4887404892189435,0.3295276004458631,0.1265451454483602,0.0850501288370645,0.1168017881571232,0.12892819505063,0.4224610521211068,0.0519448945598911,0.320586990954866,509.2647058823529,102.50980392156865,306.0,243.0
